code,source,window_months,n_with_code,prev_initiators,prev_non_initiators,odds_ratio,fisher_p,mw_p,fisher_p_adj,description,category
J1100,px,6,39,0.0782608695652174,0.045871559633027525,1.7660377358490567,0.16385605788747676,0.14475678609901982,1.0,Dexamethasone Sodium Phos,supply/service
85025,px,3,39,0.0782608695652174,0.045871559633027525,1.7660377358490567,0.16385605788747676,0.14475678609901982,1.0,Complete Cbc W/Auto Diff Wbc,lab test
G4733,dx,3,73,0.13043478260869565,0.08868501529051988,1.5413793103448277,0.1677272644656754,0.1696962395927195,1.0,Obstructive Sleep Apnea (Adult) (Pediatric),diagnosis
3079F,px,12,96,0.16521739130434782,0.11773700305810397,1.483089826839827,0.16830997228385314,0.16730831941017132,1.0,Diast Bp 80-89 Mm Hg,procedure
Z01419,dx,12,18,0.043478260869565216,0.019877675840978593,2.2412587412587412,0.1691330984412565,0.12417705598036786,1.0,Encntr For Gyn Exam (General) (Routine) W/O Abn Findings,diagnosis
99215,px,12,205,0.3217391304347826,0.25688073394495414,1.3722527472527473,0.1696265351235809,0.14854250954331236,1.0,Office O/P Est Hi 40-54 Min,office visit
80050,px,3,28,0.06086956521739131,0.03211009174311927,1.9537037037037037,0.16999320756723743,0.13058710509070076,1.0,General Health Panel,lab test
E1390,px,12,28,0.06086956521739131,0.03211009174311927,1.9537037037037037,0.16999320756723743,0.13058710509070076,1.0,Oxygen Concentrator,supply/service
M170,dx,6,28,0.06086956521739131,0.03211009174311927,1.9537037037037037,0.16999320756723743,0.12933300663146832,1.0,Primary Osteoarthritis Of Knee,diagnosis
I480,dx,3,56,0.10434782608695652,0.0672782874617737,1.615180935569285,0.1721157874037233,0.15580272854915717,1.0,Paroxysmal Atrial Fibrillation,diagnosis
84439,px,6,40,0.0782608695652174,0.047400611620795105,1.706329884357882,0.17287423287824988,0.16978526897766721,1.0,Assay Of Free Thyroxine,lab test
36415,px,6,76,0.06086956521739131,0.10550458715596331,0.5495169082125604,0.17463843924475303,0.13789495570890548,1.0,Routine Venipuncture,procedure
Tiotropium Bromide,rx,6,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,Tiotropium Bromide,medication
92250,px,3,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,Eye Exam With Photos,procedure
Esomeprazole Magnesium,rx,6,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,Esomeprazole Magnesium,medication
73610,px,12,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,X-Ray Exam Ankle Complete,imaging
F17200,dx,12,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,"Nicotine Dependence, Unspecified, Uncomplicated",diagnosis
F17210,dx,6,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,"Nicotine Dependence, Cigarettes, Uncomplicated",diagnosis
R001,dx,6,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,"Bradycardia, Unspecified",diagnosis
Z5181,dx,6,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,Encounter For Therapeutic Drug Level Monitoring,diagnosis
Z01419,dx,6,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,Encntr For Gyn Exam (General) (Routine) W/O Abn Findings,diagnosis
Oxycodone Hydrochloride,rx,6,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,Oxycodone Hydrochloride,medication
20610,px,3,10,0.02608695652173913,0.010703363914373088,2.475765306122449,0.17750830774001233,0.17996959433975845,1.0,Drain/Inj Joint/Bursa W/O Us,procedure
85025,px,6,78,0.1391304347826087,0.09480122324159021,1.5431736722059304,0.17825569497152605,0.15284565865589847,1.0,Complete Cbc W/Auto Diff Wbc,lab test
A4604,px,12,57,0.10434782608695652,0.06880733944954129,1.5766990291262135,0.1788612022512055,0.17487137467820424,1.0,Tubing With Heating Element,supply/service
A7046,px,12,43,0.02608695652173913,0.06116207951070336,0.41116071428571427,0.1842155695697979,0.1306634143377571,1.0,"Repl Water Chamber, Pap Dev",supply/service
83605,px,12,43,0.02608695652173913,0.06116207951070336,0.41116071428571427,0.1842155695697979,0.13108696877266285,1.0,Assay Of Lactic Acid,lab test
Doxycycline Hyclate,rx,12,19,0.043478260869565216,0.021406727828746176,2.0779220779220777,0.18473005074675083,0.16020848197840099,1.0,Doxycycline Hyclate,medication
93321,px,3,19,0.043478260869565216,0.021406727828746176,2.0779220779220777,0.18473005074675083,0.16020848197840099,1.0,Doppler Echo Exam Heart,procedure
99239,px,3,19,0.043478260869565216,0.021406727828746176,2.0779220779220777,0.18473005074675083,0.16020848197840099,1.0,Hosp Ip/Obs Dschrg Mgmt >30,office visit
Z01810,dx,12,19,0.043478260869565216,0.021406727828746176,2.0779220779220777,0.18473005074675083,0.16275532575288976,1.0,Encounter For Preprocedural Cardiovascular Examination,diagnosis
Z0000,dx,12,330,0.48695652173913045,0.41896024464831805,1.3163429419769888,0.18499613436141377,0.09000823740428149,1.0,Encntr For General Adult Medical Exam W/O Abnormal Findings,diagnosis
96127,px,12,44,0.08695652173913043,0.05198776758409786,1.7366946778711485,0.18741979662451747,0.13689990095832516,1.0,Brief Emotional/Behav Assmt,procedure
93018,px,12,44,0.08695652173913043,0.05198776758409786,1.7366946778711485,0.18741979662451747,0.14303175181239244,1.0,Cardiovascular Stress Test,procedure
96365,px,12,45,0.08695652173913043,0.053516819571865444,1.6843537414965986,0.19241396305547515,0.16097653625178288,1.0,Ther/Proph/Diag Iv Inf Init,procedure
86901,px,12,45,0.08695652173913043,0.053516819571865444,1.6843537414965986,0.19241396305547515,0.15929440315542198,1.0,Blood Typing Serologic Rh(D),lab test
86803,px,12,45,0.08695652173913043,0.053516819571865444,1.6843537414965986,0.19241396305547515,0.15852781841552666,1.0,Hepatitis C Ab Test,lab test
99239,px,12,64,0.11304347826086956,0.0779816513761468,1.5069204152249136,0.2032024002272,0.2033909131146051,1.0,Hosp Ip/Obs Dschrg Mgmt >30,office visit
84484,px,6,64,0.11304347826086956,0.0779816513761468,1.5069204152249136,0.2032024002272,0.21673528330688774,1.0,Assay Of Troponin Quant,lab test
82043,px,12,87,0.14782608695652175,0.10703363914373089,1.4472303206997084,0.20326095985832657,0.18099876399408743,1.0,Ur Albumin Quantitative,lab test
G8427,px,6,20,0.043478260869565216,0.022935779816513763,1.9363636363636363,0.2034527806127659,0.20238819845977485,1.0,Docrev Cur Meds By Elig Clin,supply/service
20610,px,6,20,0.043478260869565216,0.022935779816513763,1.9363636363636363,0.2034527806127659,0.20238819845977485,1.0,Drain/Inj Joint/Bursa W/O Us,procedure
J3490,px,6,20,0.043478260869565216,0.022935779816513763,1.9363636363636363,0.2034527806127659,0.20238819845977485,1.0,Drugs Unclassified Injection,supply/service
Esomeprazole Magnesium,rx,12,20,0.043478260869565216,0.022935779816513763,1.9363636363636363,0.2034527806127659,0.20238819845977485,1.0,Esomeprazole Magnesium,medication
99283,px,12,65,0.05217391304347826,0.09021406727828746,0.5551236199657907,0.20597166998584635,0.17492631895240873,1.0,Emergency Dept Visit Low Mdm,office visit
I493,dx,6,31,0.06086956521739131,0.03669724770642202,1.7013888888888888,0.206585952304987,0.22477971756211357,1.0,Ventricular Premature Depolarization,diagnosis
71250,px,12,31,0.06086956521739131,0.03669724770642202,1.7013888888888888,0.206585952304987,0.2187278761755549,1.0,Ct Thorax Dx C-,imaging
80053,px,3,47,0.08695652173913043,0.05657492354740061,1.5881595881595882,0.20745440789054975,0.20296184045913246,1.0,Comprehen Metabolic Panel,lab test
J3490,px,12,47,0.08695652173913043,0.05657492354740061,1.5881595881595882,0.20745440789054975,0.21225926814616414,1.0,Drugs Unclassified Injection,supply/service
Duloxetine Hydrochloride,rx,12,32,0.017391304347826087,0.045871559633027525,0.368141592920354,0.20791868216124948,0.15889296527482322,1.0,Duloxetine Hydrochloride,medication
M1712,dx,6,32,0.017391304347826087,0.045871559633027525,0.368141592920354,0.20791868216124948,0.15851546414449602,1.0,"Primary Osteoarthritis, Left Knee",diagnosis
E7800,dx,6,91,0.1565217391304348,0.11162079510703364,1.4769100409546674,0.20885303704870264,0.1719391759238601,1.0,"Pure Hypercholesterolemia, Unspecified",diagnosis
93000,px,12,208,0.3217391304347826,0.26146788990825687,1.3398560503823662,0.2101604674190542,0.29129083855587945,1.0,Electrocardiogram Complete,procedure
99203,px,6,68,0.12173913043478261,0.08256880733944955,1.54015401540154,0.21016197214217622,0.16355952427981835,1.0,Office O/P New Low 30-44 Min,office visit
96372,px,12,69,0.12173913043478261,0.08409785932721713,1.5096309630963096,0.21409638249067475,0.19317808012378546,1.0,Ther/Proph/Diag Inj Sc/Im,procedure
I4891,dx,6,93,0.1565217391304348,0.11467889908256881,1.4325773195876288,0.21488517785243907,0.21527300314353504,1.0,Unspecified Atrial Fibrillation,diagnosis
Lorazepam,rx,6,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Lorazepam,medication
93283,px,3,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Prgrmg Eval Implantable Dfb,procedure
Z1211,dx,6,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Encounter For Screening For Malignant Neoplasm Of Colon,diagnosis
93880,px,6,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Extracranial Bilat Study,procedure
94640,px,6,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Airway Inhalation Treatment,procedure
Furosemide,rx,3,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Furosemide,medication
R5383,dx,6,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Other Fatigue,diagnosis
G8427,px,3,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Docrev Cur Meds By Elig Clin,supply/service
J1644,px,3,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Inj Heparin Sodium Per 1000U,supply/service
J7030,px,3,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Normal Saline Solution Infus,supply/service
Hydrochlorothiazide,rx,12,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Hydrochlorothiazide,medication
Tizanidine Hydrochloride,rx,12,11,0.02608695652173913,0.012232415902140673,2.1629464285714284,0.21880017109146593,0.24931004168130722,1.0,Tizanidine Hydrochloride,medication
I350,dx,12,70,0.12173913043478261,0.0856269113149847,1.4801980198019802,0.2192372801314441,0.21969158633536534,1.0,Nonrheumatic Aortic (Valve) Stenosis,diagnosis
I422,dx,6,222,0.3391304347826087,0.2798165137614679,1.3207506471095771,0.21954189804372015,0.19562734848368468,1.0,Other Hypertrophic Cardiomyopathy,diagnosis
E1165,dx,3,35,0.06956521739130435,0.04128440366972477,1.7362409138110073,0.22008358977835246,0.18178341879360904,1.0,Type 2 Diabetes Mellitus With Hyperglycemia,diagnosis
I340,dx,6,95,0.08695652173913043,0.12996941896024464,0.6375350140056022,0.22146585542352704,0.18858605826432306,1.0,Nonrheumatic Mitral (Valve) Insufficiency,diagnosis
R9431,dx,12,229,0.34782608695652173,0.2889908256880734,1.312169312169312,0.22393185618742859,0.23016039723566806,1.0,Abnormal Electrocardiogram [Ecg] [Ekg],diagnosis
1111F,px,12,21,0.043478260869565216,0.024464831804281346,1.8125,0.2249030934849232,0.24925336437246137,1.0,Dschrg Med/Current Med Merge,procedure
I517,dx,3,72,0.06086956521739131,0.09938837920489296,0.5873219373219373,0.2263091441204476,0.19039264928929545,1.0,Cardiomegaly,diagnosis
A0429,px,12,36,0.06956521739130435,0.04281345565749235,1.671562082777036,0.22871341816420648,0.21094042695664605,1.0,Bls-Emergency,supply/service
Apixaban,rx,12,36,0.06956521739130435,0.04281345565749235,1.671562082777036,0.22871341816420648,0.21094042695664605,1.0,Apixaban,medication
J449,dx,12,100,0.16521739130434782,0.12385321100917432,1.4000771604938271,0.22989367666845684,0.22356651219478574,1.0,"Chronic Obstructive Pulmonary Disease, Unspecified",diagnosis
L814,dx,12,12,0.0,0.01834862385321101,0.0,0.2307584133305295,0.1437217029551059,1.0,Other Melanin Hyperpigmentation,diagnosis
R350,dx,12,12,0.0,0.01834862385321101,0.0,0.2307584133305295,0.1437217029551059,1.0,Frequency Of Micturition,diagnosis
97161,px,3,12,0.0,0.01834862385321101,0.0,0.2307584133305295,0.1437217029551059,1.0,Pt Eval Low Complex 20 Min,procedure
A7046,px,6,23,0.008695652173913044,0.03363914373088685,0.25199362041467305,0.23207137539825196,0.1480441833716618,1.0,"Repl Water Chamber, Pap Dev",supply/service
I5030,dx,3,13,0.0,0.019877675840978593,0.0,0.23479397359860632,0.12779298060651925,1.0,Unspecified Diastolic (Congestive) Heart Failure,diagnosis
Tramadol Hydrochloride,rx,12,13,0.0,0.019877675840978593,0.0,0.23479397359860632,0.12779298060651925,1.0,Tramadol Hydrochloride,medication
83605,px,6,24,0.008695652173913044,0.035168195718654434,0.2406559877955759,0.23780773679372458,0.13261320290772574,1.0,Assay Of Lactic Acid,lab test
Z79899,dx,3,54,0.09565217391304348,0.06574923547400612,1.502906976744186,0.23828604445989698,0.24764698377392125,1.0,Other Long Term (Current) Drug Therapy,diagnosis
99152,px,12,54,0.09565217391304348,0.06574923547400612,1.502906976744186,0.23828604445989698,0.24102470966419232,1.0,Mod Sed Same Phys/Qhp 5/>Yrs,office visit
93306,px,3,37,0.06956521739130435,0.04434250764525994,1.6113438607798904,0.23938748149919736,0.247171498923753,1.0,Tte W/Doppler Complete,procedure
96374,px,12,77,0.13043478260869565,0.09480122324159021,1.4322580645161291,0.23991800413792924,0.25446819455769376,1.0,Ther/Proph/Diag Inj Iv Push,procedure
1159F,px,3,25,0.05217391304347826,0.0290519877675841,1.8396909705456301,0.24679935204966147,0.19782829713975147,1.0,Med List Docd In Rcrd,procedure
R42,dx,12,25,0.05217391304347826,0.0290519877675841,1.8396909705456301,0.24679935204966147,0.19782829713975147,1.0,Dizziness And Giddiness,diagnosis
A0425,px,3,25,0.05217391304347826,0.0290519877675841,1.8396909705456301,0.24679935204966147,0.19782829713975147,1.0,Ground Mileage,supply/service
93320,px,12,38,0.02608695652173913,0.053516819571865444,0.47372448979591836,0.25172166293304954,0.21057641484517542,1.0,Doppler Echo Exam Heart,procedure
F339,dx,6,26,0.05217391304347826,0.03058103975535168,1.744954128440367,0.2587508387806329,0.2374603930016247,1.0,"Major Depressive Disorder, Recurrent, Unspecified",diagnosis
R011,dx,12,15,0.034782608695652174,0.016819571865443424,2.1064701064701064,0.26004355437380977,0.19957630363704026,1.0,"Cardiac Murmur, Unspecified",diagnosis
I129,dx,12,15,0.034782608695652174,0.016819571865443424,2.1064701064701064,0.26004355437380977,0.1959432346963128,1.0,Hypertensive Chronic Kidney Disease W Stg 1-4/Unsp Chr Kdny,diagnosis
Methylprednisolone,rx,12,15,0.034782608695652174,0.016819571865443424,2.1064701064701064,0.26004355437380977,0.19957630363704026,1.0,Methylprednisolone,medication
92134,px,12,42,0.0782608695652174,0.05045871559633028,1.597770154373928,0.2622878319979868,0.23086028752921905,1.0,Cptr Ophth Dx Img Post Segmt,procedure
J1644,px,12,42,0.0782608695652174,0.05045871559633028,1.597770154373928,0.2622878319979868,0.2268008738974624,1.0,Inj Heparin Sodium Per 1000U,supply/service
G2211,px,3,42,0.0782608695652174,0.05045871559633028,1.597770154373928,0.2622878319979868,0.2268008738974624,1.0,Complex E/M Visit Add On,supply/service
84484,px,12,120,0.19130434782608696,0.14984709480122324,1.3421110379635726,0.26576812306982334,0.3021959412708666,1.0,Assay Of Troponin Quant,lab test
93000,px,6,120,0.19130434782608696,0.14984709480122324,1.3421110379635726,0.26576812306982334,0.2873358655932826,1.0,Electrocardiogram Complete,procedure
E669,dx,3,61,0.10434782608695652,0.07492354740061162,1.4384783039429363,0.26580306839759305,0.2767842642461027,1.0,"Obesity, Unspecified",diagnosis
I2510,dx,3,62,0.05217391304347826,0.0856269113149847,0.5878112712975099,0.26816661765194155,0.22371599098165174,1.0,Athscl Heart Disease Of Native Coronary Artery W/O Ang Pctrs,diagnosis
Z23,dx,3,62,0.05217391304347826,0.0856269113149847,0.5878112712975099,0.26816661765194155,0.23531310311601183,1.0,Encounter For Immunization,diagnosis
71046,px,12,121,0.19130434782608696,0.15137614678899083,1.3261648745519714,0.26946994415054154,0.27923103213179146,1.0,X-Ray Exam Chest 2 Views,imaging
A4604,px,6,27,0.05217391304347826,0.03211009174311927,1.6592398427260813,0.2733611503857055,0.28165241522438356,1.0,Tubing With Heating Element,supply/service
75561,px,6,27,0.05217391304347826,0.03211009174311927,1.6592398427260813,0.2733611503857055,0.28165241522438356,1.0,Cardiac Mri For Morph W/Dye,imaging
17003,px,12,27,0.05217391304347826,0.03211009174311927,1.6592398427260813,0.2733611503857055,0.28165241522438356,1.0,Destruct Premalg Les 2-14,procedure
80053,px,6,66,0.11304347826086956,0.08103975535168195,1.4452460229374768,0.2776979668256459,0.2563609762690785,1.0,Comprehen Metabolic Panel,lab test
84153,px,6,44,0.0782608695652174,0.053516819571865444,1.5016172506738545,0.2795256188218037,0.2949989927082155,1.0,Assay Of Psa Total,lab test
C1894,px,12,44,0.0782608695652174,0.053516819571865444,1.5016172506738545,0.2795256188218037,0.2926387629105426,1.0,"Intro/Sheath, Non-Laser",supply/service
A4604,px,3,16,0.034782608695652174,0.01834862385321101,1.927927927927928,0.27960709606060125,0.25554722824790843,1.0,Tubing With Heating Element,supply/service
3077F,px,3,16,0.034782608695652174,0.01834862385321101,1.927927927927928,0.27960709606060125,0.25554722824790843,1.0,Syst Bp >/= 140 Mm Hg,procedure
Oxycodone Hydrochloride,rx,12,16,0.034782608695652174,0.01834862385321101,1.927927927927928,0.27960709606060125,0.25554722824790843,1.0,Oxycodone Hydrochloride,medication
17003,px,6,16,0.034782608695652174,0.01834862385321101,1.927927927927928,0.27960709606060125,0.25554722824790843,1.0,Destruct Premalg Les 2-14,procedure
Tiotropium Bromide,rx,12,16,0.034782608695652174,0.01834862385321101,1.927927927927928,0.27960709606060125,0.25554722824790843,1.0,Tiotropium Bromide,medication
1160F,px,3,16,0.034782608695652174,0.01834862385321101,1.927927927927928,0.27960709606060125,0.25554722824790843,1.0,Rvw Meds By Rx/Dr In Rcrd,procedure
99285,px,12,128,0.2,0.16055045871559634,1.3071428571428572,0.28108632760902885,0.26631531268391295,1.0,Emergency Dept Visit Hi Mdm,office visit
M1711,dx,12,45,0.034782608695652174,0.06269113149847094,0.5387826851241485,0.28772778790756526,0.23754801461338604,1.0,"Primary Osteoarthritis, Right Knee",diagnosis
I340,dx,3,47,0.034782608695652174,0.06574923547400612,0.5120469306515818,0.28923097483677174,0.19857259584715414,1.0,Nonrheumatic Mitral (Valve) Insufficiency,diagnosis
Q9957,px,12,28,0.05217391304347826,0.03363914373088685,1.5813177648040033,0.29032774773961834,0.3326511878039843,1.0,"Inj Perflutren Lip Micros,Ml",supply/service
81002,px,12,28,0.05217391304347826,0.03363914373088685,1.5813177648040033,0.29032774773961834,0.32844525144952785,1.0,Urinalysis Nonauto W/O Scope,lab test
74177,px,6,28,0.05217391304347826,0.03363914373088685,1.5813177648040033,0.29032774773961834,0.32844525144952785,1.0,Ct Abd & Pelv W/Contrast,imaging
94729,px,12,28,0.05217391304347826,0.03363914373088685,1.5813177648040033,0.29032774773961834,0.31545434329514566,1.0,Co/Membane Diffuse Capacity,procedure
71045,px,3,28,0.05217391304347826,0.03363914373088685,1.5813177648040033,0.29032774773961834,0.32294215023853823,1.0,X-Ray Exam Chest 1 View,imaging
R0789,dx,6,69,0.06086956521739131,0.09480122324159021,0.6188769414575866,0.29047384391690767,0.25116729634477086,1.0,Other Chest Pain,diagnosis
99203,px,12,138,0.21739130434782608,0.172782874617737,1.3298918387413963,0.2911566170074179,0.1831895900914564,1.0,Office O/P New Low 30-44 Min,office visit
73030,px,12,29,0.017391304347826087,0.04128440366972477,0.4110127826941986,0.29233654714612306,0.2148853428650308,1.0,X-Ray Exam Of Shoulder,imaging
81001,px,3,29,0.017391304347826087,0.04128440366972477,0.4110127826941986,0.29233654714612306,0.21538460853641828,1.0,Urinalysis Auto W/Scope,lab test
81003,px,6,48,0.08695652173913043,0.0581039755351682,1.543859649122807,0.2928240435021141,0.23275302923710217,1.0,Urinalysis Auto W/O Scope,lab test
M170,dx,12,48,0.08695652173913043,0.0581039755351682,1.543859649122807,0.2928240435021141,0.24091410010503855,1.0,Primary Osteoarthritis Of Knee,diagnosis
3074F,px,3,30,0.017391304347826087,0.04281345565749235,0.39570164348925413,0.29423511235310085,0.19465103953394292,1.0,Syst Bp Lt 130 Mm Hg,procedure
80048,px,12,196,0.2956521739130435,0.24770642201834864,1.2748056698673982,0.29661528657141334,0.16918202161611018,1.0,Metabolic Panel Total Ca,lab test
85652,px,12,49,0.08695652173913043,0.05963302752293578,1.5018315018315018,0.2981996701292725,0.2714999707279274,1.0,Rbc Sed Rate Automated,lab test
80076,px,12,49,0.08695652173913043,0.05963302752293578,1.5018315018315018,0.2981996701292725,0.2738718154253461,1.0,Hepatic Function Panel,lab test
82570,px,3,31,0.017391304347826087,0.04434250764525994,0.3814464449191334,0.29897791143140495,0.1758810568270216,1.0,Assay Of Urine Creatinine,lab test
86900,px,6,31,0.017391304347826087,0.04434250764525994,0.3814464449191334,0.29897791143140495,0.1758810568270216,1.0,Blood Typing Serologic Abo,lab test
75561,px,3,17,0.034782608695652174,0.019877675840978593,1.7768537768537769,0.3027670999117688,0.31683418528232876,1.0,Cardiac Mri For Morph W/Dye,imaging
84156,px,6,17,0.034782608695652174,0.019877675840978593,1.7768537768537769,0.3027670999117688,0.31683418528232876,1.0,Assay Of Protein Urine,lab test
Prednisone,rx,6,17,0.034782608695652174,0.019877675840978593,1.7768537768537769,0.3027670999117688,0.31683418528232876,1.0,Prednisone,medication
92134,px,3,17,0.034782608695652174,0.019877675840978593,1.7768537768537769,0.3027670999117688,0.31683418528232876,1.0,Cptr Ophth Dx Img Post Segmt,procedure
Famotidine,rx,12,17,0.034782608695652174,0.019877675840978593,1.7768537768537769,0.3027670999117688,0.31683418528232876,1.0,Famotidine,medication
Amoxicillin,rx,6,17,0.034782608695652174,0.019877675840978593,1.7768537768537769,0.3027670999117688,0.31683418528232876,1.0,Amoxicillin,medication
G4733,dx,6,147,0.22608695652173913,0.18501529051987767,1.2868418608970191,0.30491360653347294,0.33827079507992397,1.0,Obstructive Sleep Apnea (Adult) (Pediatric),diagnosis
71045,px,6,50,0.08695652173913043,0.06116207951070336,1.4619047619047618,0.30526364761838815,0.2892179535250372,1.0,X-Ray Exam Chest 1 View,imaging
J3301,px,12,32,0.06086956521739131,0.0382262996941896,1.6307407407407408,0.30636667317712285,0.26166764355944405,1.0,Triamcinolone Acet Inj Nos,supply/service
3044F,px,12,32,0.06086956521739131,0.0382262996941896,1.6307407407407408,0.30636667317712285,0.2558074562869591,1.0,Hg A1C Level Lt 7.0%,procedure
F329,dx,12,51,0.08695652173913043,0.06269113149847094,1.423925667828107,0.3139150045731023,0.3326188040357769,1.0,"Major Depressive Disorder, Single Episode, Unspecified",diagnosis
I350,dx,6,33,0.06086956521739131,0.039755351681957186,1.5655270655270654,0.316191138721785,0.3056216823391551,1.0,Nonrheumatic Aortic (Valve) Stenosis,diagnosis
J459,dx,12,33,0.06086956521739131,0.039755351681957186,1.5655270655270654,0.316191138721785,0.3062898488400305,1.0,"Asthma, Unspecified",diagnosis
90662,px,12,34,0.06086956521739131,0.04128440366972477,1.5051440329218106,0.3282328352689866,0.3467294268288067,1.0,Iiv No Prsv Increased Ag Im,procedure
83036,px,3,34,0.06086956521739131,0.04128440366972477,1.5051440329218106,0.3282328352689866,0.3490414996372594,1.0,Hemoglobin Glycosylated A1C,lab test
M5450,dx,12,18,0.034782608695652174,0.021406727828746176,1.6473616473616473,0.328814947298582,0.3824018414673188,1.0,"Low Back Pain, Unspecified",diagnosis
Z950,dx,12,18,0.034782608695652174,0.021406727828746176,1.6473616473616473,0.328814947298582,0.3843058477784057,1.0,Presence Of Cardiac Pacemaker,diagnosis
1036F,px,3,18,0.034782608695652174,0.021406727828746176,1.6473616473616473,0.328814947298582,0.3824018414673188,1.0,Tobacco Non-User,procedure
3075F,px,12,86,0.1391304347826087,0.10703363914373089,1.3483405483405484,0.33513038708731685,0.3135530397890237,1.0,Syst Bp Ge 130 - 139Mm Hg,procedure
I447,dx,12,19,0.008695652173913044,0.027522935779816515,0.30994152046783624,0.3368154126548739,0.23098681675256183,1.0,"Left Bundle-Branch Block, Unspecified",diagnosis
G0378,px,3,19,0.008695652173913044,0.027522935779816515,0.30994152046783624,0.3368154126548739,0.23098681675256183,1.0,Hospital Observation Per Hr,supply/service
I5042,dx,12,19,0.008695652173913044,0.027522935779816515,0.30994152046783624,0.3368154126548739,0.23098681675256183,1.0,Chronic Combined Systolic And Diastolic Hrt Fail,diagnosis
M5416,dx,6,36,0.02608695652173913,0.05045871559633028,0.5040584415584416,0.3408935262030721,0.25291548939099395,1.0,"Radiculopathy, Lumbar Region",diagnosis
Z01818,dx,12,35,0.02608695652173913,0.04892966360856269,0.5206473214285714,0.34143168628234516,0.2790269244282342,1.0,Encounter For Other Preprocedural Examination,diagnosis
99283,px,6,35,0.02608695652173913,0.04892966360856269,0.5206473214285714,0.34143168628234516,0.2782022882554249,1.0,Emergency Dept Visit Low Mdm,office visit
J209,dx,12,35,0.02608695652173913,0.04892966360856269,0.5206473214285714,0.34143168628234516,0.27737851049446904,1.0,"Acute Bronchitis, Unspecified",diagnosis
83036,px,6,58,0.09565217391304348,0.07186544342507645,1.3659983633387889,0.3436717950041454,0.35476707565647314,1.0,Hemoglobin Glycosylated A1C,lab test
M810,dx,12,59,0.05217391304347826,0.08103975535168195,0.6241994114592349,0.34524825448966767,0.29059827314195874,1.0,Age-Related Osteoporosis W/O Current Pathological Fracture,diagnosis
R7989,dx,12,21,0.008695652173913044,0.03058103975535168,0.27807017543859647,0.3457514835689658,0.18447459358590634,1.0,Other Specified Abnormal Findings Of Blood Chemistry,diagnosis
82947,px,6,21,0.008695652173913044,0.03058103975535168,0.27807017543859647,0.3457514835689658,0.18473377229553167,1.0,Assay Glucose Blood Quant,lab test
93308,px,3,21,0.008695652173913044,0.03058103975535168,0.27807017543859647,0.3457514835689658,0.18473377229553167,1.0,Tte F-Up Or Lmtd,procedure
71046,px,3,38,0.06956521739130435,0.045871559633027525,1.5551401869158878,0.34705907896822896,0.28459108502074626,1.0,X-Ray Exam Chest 2 Views,imaging
20610,px,12,38,0.06956521739130435,0.045871559633027525,1.5551401869158878,0.34705907896822896,0.2802169375878206,1.0,Drain/Inj Joint/Bursa W/O Us,procedure
E119,dx,3,61,0.05217391304347826,0.08409785932721713,0.5994995829858215,0.34771987536147325,0.24205831971572023,1.0,Type 2 Diabetes Mellitus Without Complications,diagnosis
R0789,dx,12,132,0.1391304347826087,0.17737003058103976,0.7495646116335771,0.35043091204033117,0.3687181983998753,1.0,Other Chest Pain,diagnosis
